Province_State,Admin2,Population,Lat,Long
Arkansas,Bradley,10763,33.46755808,-92.15980837
Arkansas,Calhoun,5189,33.55598792,-92.49974403
Arkansas,Carroll,28380,36.34038560000001,-93.54270261
Arkansas,Chicot,10118,33.26458973,-91.29539209
Arkansas,Clark,22320,34.04613432,-93.17484713
Arkansas,Clay,14551,36.36826212,-90.4148172
Arkansas,Cleburne,24919,35.53864922,-92.02640019
Arkansas,Cleveland,7956,33.89723187,-92.18537045
Arkansas,Columbia,23457,33.21230701,-93.22642793
Arkansas,Conway,20846,35.26205537,-92.70506566
Arkansas,Craighead,110332,35.83018283,-90.63235729
Arkansas,Crawford,63257,35.58928601,-94.2446814
Arkansas,Crittenden,47955,35.21247318,-90.30839406
Arkansas,Cross,16419,35.29631396,-90.77185818
Arkansas,Dallas,7009,33.97042763,-92.65167437
Arkansas,Desha,11361,33.83011025,-91.25500948
Arkansas,Drew,18219,33.59035001,-91.71777921
Arkansas,Faulkner,126007,35.14719007,-92.33717519
Arkansas,Franklin,17715,35.51202821,-93.89299569
Arkansas,Fulton,12477,36.38177105,-91.81729127
Arkansas,Garland,99386,34.57692074,-93.14921604
Arkansas,Grant,18265,34.29017991,-92.42320562
Arkansas,Greene,45325,36.11735460000001,-90.55832668
Arkansas,Hempstead,21532,33.73325583,-93.66935133
Arkansas,Hot Spring,33771,34.31709259,-92.95396325
Arkansas,Howard,13202,34.09007427,-93.9934871
Arkansas,Independence,37825,35.74242707,-91.57001641
Arkansas,Izard,13629,36.09604046,-91.90847954
Arkansas,Jackson,16719,35.59802983,-91.21494602
Arkansas,Jefferson,66824,34.26767081,-91.92619839
Arkansas,Johnson,26578,35.56759135,-93.46036368
Arkansas,Lafayette,6624,33.24116713,-93.60677071
Arkansas,Lawrence,16406,36.04188196,-91.10867198
Arkansas,Lee,8857,34.78498904,-90.78383866
Arkansas,Lincoln,13024,33.95317155,-91.74002806
Arkansas,Little River,12259,33.70375665,-94.23468591
Arkansas,Logan,21466,35.21413234,-93.71951016
Arkansas,Lonoke,73309,34.75392199,-91.88742357
Arkansas,Madison,16576,36.01038185,-93.72524943
Arkansas,Marion,16694,36.26844485,-92.68451899
Arkansas,Miller,43257,33.31403423,-93.89285258
Arkansas,Mississippi,40651,35.76271485,-90.05194370000002
Arkansas,Monroe,6701,34.6815935,-91.20540287
Arkansas,Montgomery,8986,34.53704874,-93.65824478
Arkansas,Nevada,8252,33.66340119,-93.30632432
Arkansas,Newton,7753,35.91947491,-93.21612969
Arkansas,Ouachita,23382,33.58839816,-92.87795984
Arkansas,Out of AR,0,0.0,0.0
Arkansas,Perry,10455,34.9459153,-92.94372564
Arkansas,Phillips,17782,34.43268455,-90.84800154
Arkansas,Pike,10718,34.16250414,-93.65789349
Arkansas,Poinsett,23528,35.57433534,-90.66268713
Arkansas,Polk,19964,34.48254879,-94.22728802
Arkansas,Pope,64072,35.44871474,-93.03212219
Arkansas,Prairie,8062,34.83624419,-91.55162157
Arkansas,Pulaski,391911,34.77054088,-92.31355101
Arkansas,Randolph,17958,36.3415714,-91.02455531
Arkansas,Saline,122437,34.64916145,-92.67583224
Arkansas,Scott,10281,34.85588887,-94.0632176
Arkansas,Searcy,7881,35.9109364,-92.69936482
Arkansas,Sebastian,127827,35.19605503,-94.27162713
Arkansas,Sevier,17007,33.99780401,-94.2424869
Arkansas,Sharp,17442,36.16258158,-91.47819342
Arkansas,St. Francis,24994,35.02201976,-90.74828138
Arkansas,Stone,12506,35.86251946,-92.15684085
Arkansas,Unassigned,0,0.0,0.0
Arkansas,Union,38682,33.16887091,-92.59746952
Arkansas,Van Buren,16545,35.58095779,-92.51295036
Arkansas,Washington,239187,35.976844,-94.21800746
Arkansas,White,78753,35.25688493,-91.74908296
Arkansas,Woodruff,6320,35.18902527,-91.2439489
Arkansas,Yell,21341,35.00292371,-93.41171338
California,Alameda,1671329,37.64629437,-121.8929271
California,Alpine,1129,38.59678594,-119.8223594
California,Amador,39752,38.44583082,-120.65696
California,Butte,219186,39.66727762,-121.6005252
California,Calaveras,45905,38.20537103,-120.552913
California,Colusa,21547,39.17881957,-122.2331726
California,Contra Costa,1153526,37.91923498,-121.9289527
California,Del Norte,27812,41.74228275,-123.8974063
California,El Dorado,192843,38.77965956,-120.5233166
California,Fresno,999101,36.75733899,-119.6466953
California,Glenn,28393,39.59875897,-122.3938452
California,Humboldt,135558,40.69923009,-123.876044
California,Imperial,181215,33.0393082,-115.3669042
California,Inyo,18039,36.51112084,-117.41119779999998
California,Kern,900202,35.34329425,-118.7277796
California,Kings,152940,36.07409056,-119.8159973
California,Lake,64386,39.10124298,-122.7536244
California,Lassen,30573,40.67311306,-120.59350990000002
California,Los Angeles,10039107,34.30828379,-118.2282411
California,Madera,157327,37.21513971,-119.76655890000002
California,Marin,258826,38.07122463,-122.7210631
California,Mariposa,17203,37.57978556,-119.9073334
California,Mendocino,86749,39.4381191,-123.3911313
California,Merced,277680,37.18922369,-120.7209035
California,Modoc,8841,41.58965602,-120.7244817
California,Mono,14444,37.93899289,-118.8872409
California,Monterey,434061,36.21862405,-121.2413397
California,Napa,137744,38.50735751,-122.332839
California,Nevada,99755,39.30394768,-120.7627281
California,Orange,3175692,33.70147516,-117.76459979999998
California,Out of CA,0,0.0,0.0
California,Placer,398329,39.06167234,-120.7240569
California,Plumas,18807,40.00355989,-120.8395236
California,Riverside,2470546,33.74314981,-115.9933578
California,Sacramento,1552058,38.45106826,-121.3425374
California,San Benito,62808,36.60308176,-121.069975
California,San Bernardino,2180085,34.84060306,-116.1774685
California,San Diego,3338330,33.03484597,-116.7365326
California,San Francisco,881549,37.75215114,-122.4385672
California,San Joaquin,762148,37.93433732,-121.2730061
California,San Luis Obispo,283111,35.38822029,-120.4039028
California,San Mateo,766573,37.4228808,-122.32755459999998
California,Santa Barbara,446499,34.65329488,-120.0188492
California,Santa Clara,1927852,37.23104908,-121.6970462
California,Santa Cruz,273213,37.05580291,-122.0066524
California,Shasta,180080,40.76391419,-122.0396884
California,Sierra,3005,39.57713498,-120.52007009999998
California,Siskiyou,43539,41.59198861,-122.5407434
California,Solano,447643,38.26827353,-121.9357113
California,Sonoma,494336,38.52746429,-122.8862506
California,Stanislaus,550660,37.55862499,-120.9970722
California,Sutter,96971,39.03417539,-121.6945899
California,Tehama,65084,40.12570935,-122.2370171
California,Trinity,12285,40.64917670000001,-123.114713
California,Tulare,466195,36.22026558,-118.8020203
California,Tuolumne,54478,38.02644018,-119.9525093
California,Unassigned,0,0.0,0.0
California,Ventura,846006,34.44465746,-119.0910613
California,Yolo,220500,38.68278902,-121.9018288
California,Yuba,78668,39.26255932,-121.3535644
Colorado,Adams,517421,39.87432092,-104.3362578
Colorado,Alamosa,16233,37.57250606,-105.7885451
Colorado,Arapahoe,656590,39.64977461,-104.3353617
Colorado,Archuleta,14029,37.19474156,-107.0476867
Colorado,Baca,3581,37.31940883,-102.5603223
Colorado,Bent,5577,37.95474293,-103.0720195
Colorado,Boulder,326196,40.09313619,-105.3546767
Colorado,Broomfield,70465,39.95998787,-105.0566324
Colorado,Chaffee,20356,38.74745778,-106.19265729999998
Colorado,Cheyenne,1831,38.82777431,-102.6032558
Colorado,Clear Creek,9700,39.68864463,-105.6463118
Colorado,Conejos,8205,37.201606,-106.19174879999998
Colorado,Costilla,3887,37.27732493,-105.4276548
Colorado,Crowley,6061,38.32608609,-103.7844965
Colorado,Custer,5068,38.10883162,-105.3683478
Colorado,Delta,31162,38.86246243,-107.8631342
Colorado,Denver,727211,39.76018276,-104.8725695
Colorado,Dolores,2055,37.75208676,-108.5211585
Colorado,Douglas,351154,39.33133796,-104.930001
Colorado,Eagle,55127,39.62754308,-106.6933637
Colorado,El Paso,720403,38.83240149,-104.5251411
Colorado,Elbert,26729,39.28656773,-104.1358721
Colorado,Fremont,47839,38.47362326,-105.4399667
Colorado,Garfield,60061,39.59921777,-107.902708
Colorado,Gilpin,6243,39.85646523,-105.5252597
Colorado,Grand,15734,40.10603347,-106.1178042
Colorado,Gunnison,17462,38.66611652,-107.0320729
Colorado,Hinsdale,820,37.82247444,-107.3004345
Colorado,Huerfano,6897,37.68473101,-104.9612585
Colorado,Jackson,1392,40.66593870000001,-106.3408905
Colorado,Jefferson,582881,39.58635604,-105.2517692
Colorado,Kiowa,1406,38.43260896,-102.7392145
Colorado,Kit Carson,7097,39.30497777,-102.6022199
Colorado,La Plata,56221,37.28632032,-107.8429014
Colorado,Lake,8127,39.20278823,-106.3555697
Colorado,Larimer,356899,40.66671597,-105.4625784
Colorado,Las Animas,14506,37.3153406,-104.0376458
Colorado,Lincoln,5701,38.98749519,-103.5136649
Colorado,Logan,22409,40.7249637,-103.110817
Colorado,Mesa,154210,39.01787888,-108.469799
Colorado,Mineral,769,37.66954283,-106.9281698
Colorado,Moffat,13283,40.61810999,-108.2070876
Colorado,Montezuma,26183,37.33859579,-108.5958857
Colorado,Montrose,42758,38.40214114,-108.26390220000002
Colorado,Morgan,29068,40.26279810000001,-103.8093302
Colorado,Otero,18278,37.9014485,-103.7173385
Colorado,Ouray,4952,38.14717457,-107.7675136
Colorado,Out of CO,0,0.0,0.0
Colorado,Park,18845,39.120926,-105.7182065
Colorado,Phillips,4265,40.59414277,-102.3577703
Colorado,Pitkin,17767,39.21720112,-106.9310027
Colorado,Prowers,12172,37.95544985,-102.3926052
Colorado,Pueblo,168424,38.17359144,-104.5127437
Colorado,Rio Blanco,6324,39.97913541,-108.2179009
Colorado,Rio Grande,11267,37.5836865,-106.3847838
Colorado,Routt,25638,40.48596505,-106.9905548
Colorado,Saguache,6824,38.08054629,-106.282466
Colorado,San Juan,728,37.76248981,-107.67632890000002
Colorado,San Miguel,8179,38.00450883,-108.4020725
Colorado,Sedgwick,2248,40.87595412,-102.3519227
Colorado,Summit,31011,39.63803232,-106.1150762
Colorado,Teller,25388,38.88133511,-105.1614893
Colorado,Unassigned,0,0.0,0.0
Colorado,Washington,4908,39.97015535,-103.202587
Colorado,Weld,324492,40.55499405,-104.3929621
Colorado,Yuma,10019,40.00346839,-102.4258673
Connecticut,Fairfield,943332,41.26809896,-73.3881171
Connecticut,Hartford,891720,41.80283011,-72.73103891
Connecticut,Litchfield,180333,41.7937534,-73.2451475
Connecticut,Middlesex,162436,41.45949668,-72.53714864
Connecticut,New Haven,854757,41.4080325,-72.93620426
Connecticut,New London,265206,41.48896435,-72.10430976
Connecticut,Out of CT,0,0.0,0.0
Connecticut,Tolland,150721,41.85853803,-72.3308481
Connecticut,Unassigned,0,0.0,0.0
Connecticut,Windham,116782,41.82972709,-71.98182316
Delaware,Kent,180786,39.08646628,-75.56884914
Delaware,New Castle,558753,39.57992638,-75.64054974
Delaware,Out of DE,0,0.0,0.0
Delaware,Sussex,234225,38.66143781,-75.39031349
Delaware,Unassigned,0,0.0,0.0
Diamond Princess,,0,0.0,0.0
District of Columbia,District of Columbia,705749,38.90417773,-77.01655992
District of Columbia,Out of DC,0,0.0,0.0
District of Columbia,Unassigned,0,0.0,0.0
Florida,Alachua,269043,29.67866525,-82.35928158
Florida,Baker,29210,30.33060121,-82.28467476
Florida,Bay,174705,30.26548745,-85.62122584
Florida,Bradford,28201,29.95079741,-82.16611613
Florida,Brevard,601942,28.29409504,-80.73091022
Florida,Broward,1952778,26.15184651,-80.48725556
Florida,Calhoun,14105,30.40666734,-85.19394153
Florida,Charlotte,188910,26.90131002,-81.92949121
Florida,Citrus,149657,28.84804315,-82.47614748
Florida,Clay,219252,29.98319144,-81.85609986
Florida,Collier,384902,26.11091986,-81.34687065
Florida,Columbia,71686,30.22509788,-82.62160164
Florida,DeSoto,38001,27.18677893,-81.80941373
Florida,Dixie,16826,29.60631086,-83.15724673
Florida,Duval,957755,30.33225875,-81.66976468
Florida,Escambia,318316,30.67652764,-87.37284571
Florida,Flagler,115081,29.45933576,-81.31508595
Florida,Franklin,12125,29.83791238,-84.82731662
Florida,Gadsden,45660,30.57796289,-84.61915825
Florida,Gilchrist,18582,29.72856978,-82.79880657
Florida,Glades,13811,26.95635849,-81.18996211
Florida,Gulf,13639,29.93543004,-85.24270990000002
Florida,Hamilton,14428,30.49673973,-82.94998918
Florida,Hardee,26937,27.49293939,-81.80956574
Florida,Hendry,42022,26.55386945,-81.16469006
Florida,Hernando,193920,28.55364461,-82.42700204
Florida,Highlands,106221,27.34254618,-81.34071957
Florida,Hillsborough,1471968,27.9276559,-82.32013172
Florida,Holmes,19617,30.86747479,-85.81319222
Florida,Indian River,159923,27.69308961,-80.60556721
Florida,Jackson,46414,30.7954597,-85.21500423
Florida,Jefferson,14246,30.43669112,-83.89442308
Florida,Lafayette,8422,29.98484137,-83.18166636
Florida,Lake,367118,28.76202069,-81.7125123
Florida,Lee,770577,26.58410348,-81.88399313
Florida,Leon,293582,30.45955727,-84.27491114
Florida,Levy,41503,29.31829741,-82.74007147
Florida,Liberty,8354,30.23766008,-84.8829258
Florida,Madison,18493,30.44396917,-83.47398594
Florida,Manatee,403253,27.47196942,-82.31831044
Florida,Marion,365579,29.21227113,-82.05803627
Florida,Martin,161000,27.0772071,-80.43109784
Florida,Miami-Dade,2716940,25.6112362,-80.55170587
Florida,Monroe,74228,25.20904673,-81.07812416
Florida,Nassau,88625,30.61037141,-81.80297522
Florida,Okaloosa,210738,30.69143028,-86.59267105
Florida,Okeechobee,42168,27.386336199999995,-80.88944347
Florida,Orange,1393452,28.51367621,-81.31799498
Florida,Osceola,375751,28.06312234,-81.14882926
Florida,Out of FL,0,0.0,0.0
Florida,Palm Beach,1496770,26.64676272,-80.46536002
Florida,Pasco,553947,28.30810945,-82.40227529
Florida,Pinellas,974996,27.93130349,-82.72239666
Florida,Polk,724777,27.95027105,-81.69732947
Florida,Putnam,74521,29.60779729,-81.74230285
Florida,Santa Rosa,184313,30.69341450000001,-87.02458128
Florida,Sarasota,433742,27.18546175,-82.33174248
Florida,Seminole,471826,28.7158582,-81.24060348
Florida,St. Johns,264672,29.90096506,-81.43589967
Florida,St. Lucie,328297,27.37763908,-80.47106649
Florida,Sumter,132420,28.70181754,-82.0794267
Florida,Suwannee,44417,30.19746066,-82.99099670000003
Florida,Taylor,21569,30.04848048,-83.60445406
Florida,Unassigned,0,0.0,0.0
Florida,Union,15237,30.04412971,-82.37497443
Florida,Volusia,553284,29.05858895,-81.18263252
Florida,Wakulla,33739,30.16548905,-84.39895211
Florida,Walton,74071,30.64204028,-86.16935664
Florida,Washington,25473,30.61359259,-85.66002461
Georgia,Appling,18386,31.74847232,-82.28909114
Georgia,Atkinson,8165,31.29633502,-82.87545866
Georgia,Bacon,11164,31.55456473,-82.45936528
Georgia,Baker,3038,31.32669878,-84.44218806
Georgia,Baldwin,44890,33.06882326,-83.24701748
Georgia,Banks,19234,34.35607081,-83.49644388
Georgia,Barrow,83240,33.99148694,-83.71436292
Georgia,Bartow,107738,34.23732119,-84.83887523
Georgia,Ben Hill,16700,31.76095874,-83.22145359
Georgia,Berrien,19397,31.27590016,-83.22529920000002
Georgia,Bibb,153159,32.80904227,-83.70489165
Georgia,Bleckley,12873,32.43829035,-83.33035166
Georgia,Brantley,19109,31.19576557,-81.97743999
Georgia,Brooks,15457,30.83922642,-83.58303423
Georgia,Bryan,39627,32.00979311,-81.44002948
Georgia,Bulloch,79608,32.39577406,-81.74811421
Georgia,Burke,22383,33.05917989,-81.99928721
Georgia,Butts,24936,33.283094500000004,-83.95435040000002
Georgia,Calhoun,6189,31.53169785,-84.62725131
Georgia,Camden,54666,30.92951916,-81.66601818
Georgia,Candler,10803,32.40209349,-82.07702563
Georgia,Carroll,119992,33.58138199,-85.07976677
Georgia,Catoosa,67580,34.89872298,-85.13757014
Georgia,Charlton,13392,30.78371028,-82.13951596
Georgia,Chatham,289430,32.00043026,-81.12489526
Georgia,Chattahoochee,10907,32.34341231,-84.78809239
Georgia,Chattooga,24789,34.47197698,-85.34535662
Georgia,Cherokee,258773,34.24393976,-84.47431861
Georgia,Clarke,128331,33.95436462,-83.37124007
Georgia,Clay,2834,31.62221166,-84.97713865
Georgia,Clayton,292256,33.54187245,-84.35594188
Georgia,Clinch,6618,30.91395822,-82.70432472
Georgia,Cobb,760141,33.94243204,-84.5761255
Georgia,Coffee,43273,31.54892966,-82.85492059999999
Georgia,Colquitt,45600,31.18810588,-83.7677946
Georgia,Columbia,156714,33.54534185,-82.263524
Georgia,Cook,17270,31.16068491,-83.42947229
Georgia,Coweta,148509,33.35334302,-84.76129976
Georgia,Crawford,12404,32.71391813,-83.98061238
Georgia,Crisp,22372,31.92289565,-83.76811843
Georgia,Dade,16116,34.854916700000004,-85.50490424
Georgia,Dawson,26108,34.44244079,-84.16964071
Georgia,DeKalb,759297,33.76944049,-84.22396017
Georgia,Decatur,26404,30.87967778,-84.57619536
Georgia,Dodge,20605,32.17265114,-83.16948926
Georgia,Dooly,13390,32.15630737,-83.79746561
Georgia,Dougherty,87956,31.53328528,-84.21722377
Georgia,Douglas,146343,33.70291126,-84.77026156
Georgia,Early,10190,31.32155345,-84.90255207
Georgia,Echols,4006,30.71101099,-82.89687287
Georgia,Effingham,64296,32.36616021,-81.34280942
Georgia,Elbert,19194,34.11302332,-82.83936148
Georgia,Emanuel,22646,32.59221302,-82.30239915
Georgia,Evans,10654,32.15328841,-81.8870105
Georgia,Fannin,26188,34.86430205,-84.316964
Georgia,Fayette,114421,33.41357794,-84.49089434
Georgia,Floyd,98498,34.26268279,-85.21577392
Georgia,Forsyth,244252,34.22604035,-84.12315129999998
Georgia,Franklin,23349,34.37525597,-83.23159927
Georgia,Fulton,1063937,33.79216944,-84.46319413
Georgia,Gilmer,31369,34.69316688,-84.45802506
Georgia,Glascock,2971,33.22879932,-82.61297636
Georgia,Glynn,85292,31.23279254,-81.53811412
Georgia,Gordon,57963,34.50487351,-84.87296253
Georgia,Grady,24633,30.87454847,-84.23418364
Georgia,Greene,18324,33.5769205,-83.17139104
Georgia,Gwinnett,936250,33.96044201,-84.02137802
Georgia,Habersham,45328,34.63331566,-83.53094677
Georgia,Hall,204441,34.32207823,-83.81896936
Georgia,Hancock,8457,33.2721566,-82.99766919
Georgia,Haralson,29792,33.79602175,-85.21005667
Georgia,Harris,35236,32.73709786,-84.90538572
Georgia,Hart,26205,34.34626973,-82.96567682
Georgia,Heard,11923,33.29686567,-85.12886832
Georgia,Henry,234561,33.4533428,-84.14814659999998
Georgia,Houston,157863,32.45802497,-83.66879087
Georgia,Irwin,9416,31.60213036,-83.27501387
Georgia,Jackson,72977,34.13794553,-83.56814788
Georgia,Jasper,14219,33.31535543,-83.68844964
Georgia,Jeff Davis,15115,31.80405727,-82.63724870000001
Georgia,Jefferson,15362,33.05867328,-82.41609057
Georgia,Jenkins,8676,32.79248718,-81.96040187
Georgia,Johnson,9643,32.70211082,-82.66166794
Georgia,Jones,28735,33.02512137,-83.56019163
Georgia,Lamar,19077,33.07841647,-84.14263877
Georgia,Lanier,10423,31.03828570000001,-83.06472457
Georgia,Laurens,47546,32.46325233,-82.92221316
Georgia,Lee,29992,31.779330600000005,-84.14324253
Georgia,Liberty,61435,31.82588896,-81.49251135
Georgia,Lincoln,7921,33.79201475,-82.45024131
Georgia,Long,19559,31.75218791,-81.74952375
Georgia,Lowndes,117406,30.83568832,-83.27056716
Georgia,Lumpkin,33610,34.57286511,-84.00425681
Georgia,Macon,12947,32.35207048,-84.04234127
Georgia,Madison,29880,34.12920917,-83.21218732
Georgia,Marion,8359,32.3483402,-84.52733571
Georgia,McDuffie,21312,33.47851918,-82.48252774
Georgia,McIntosh,14378,31.49683595,-81.40163426
Georgia,Meriwether,21167,33.04163534,-84.68859732
Georgia,Miller,5718,31.16568912,-84.73151117
Georgia,Mitchell,21863,31.22483255,-84.19381821
Georgia,Monroe,27578,33.014289,-83.92097166
Georgia,Montgomery,9172,32.17201038,-82.53527476
Georgia,Morgan,19276,33.59232073,-83.49129491
Georgia,Murray,40096,34.78897608,-84.74993177
Georgia,Muscogee,195769,32.50931999,-84.87142262
Georgia,Newton,111744,33.55514538,-83.84547140000002
Georgia,Oconee,40280,33.83749973,-83.43679568
Georgia,Oglethorpe,15259,33.878629600000004,-83.08278123
Georgia,Out of GA,0,0.0,0.0
Georgia,Paulding,168667,33.91969522,-84.86848792
Georgia,Peach,27546,32.56934316,-83.82937
Georgia,Pickens,32591,34.46589159,-84.46406611
Georgia,Pierce,19465,31.35928155,-82.21598442
Georgia,Pike,18962,33.09310242,-84.38790389
Georgia,Polk,42613,34.00267074,-85.18677781
Georgia,Pulaski,11137,32.23334561,-83.47549959999998
Georgia,Putnam,22119,33.32056115,-83.37552891
Georgia,Quitman,2299,31.86728114,-85.01773177
Georgia,Rabun,17137,34.88389445,-83.40304637
Georgia,Randolph,6778,31.76622818,-84.75732369
Georgia,Richmond,202518,33.35777107,-82.07026432
Georgia,Rockdale,90896,33.65145002,-84.02202167
Georgia,Schley,5257,32.2654021,-84.31258912
Georgia,Screven,13966,32.74976524,-81.60779441
Georgia,Seminole,8090,30.93464824,-84.86823924
Georgia,Spalding,66703,33.26310031,-84.28013991
Georgia,Stephens,25925,34.55151201,-83.29405315
